participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,intended_trial_start_ms,actual_trial_start_ms,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,trial_transition,previous_rule,current_rule,practice_pass_flag,cue_to_first_response_ms,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,excluded_rt_low,excluded_rt_high,included_in_rt_analysis,task_accuracy_below_threshold,valid_task_data
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,1,13,formal,shape,1779260791,134.583,2026-05-20T15:11:26.693,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,290709.702,290730.355,shape,cue_shape.wav,形状,290837.051,500,291603.301,blue,boat,blue_boat,j,j,1,1594.186,293638.451,first,,shape,,2801.581,none,,,,,291309.702,292044.265,293638.451,3000,1594.186,293638.451,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 290709.702, ""actual_onset_global_ms"": 290730.355, ""actual_offset_global_ms"": 290825.139, ""actual_duration_ms"": 94.784}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 290809.702, ""actual_onset_global_ms"": 290836.87, ""actual_offset_global_ms"": 292036.388, ""actual_duration_ms"": 1199.518}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 291309.702, ""actual_onset_global_ms"": 292044.265, ""actual_offset_global_ms"": 293638.451, ""actual_duration_ms"": 1594.186}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,2,14,formal,color,1779260791,134.583,2026-05-20T15:11:29.634,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,293650.144,293667.114,color,cue_color.wav,颜色,293777.902,500,294474.465,blue,boat,blue_boat,s,j,0,1023.517,295968.804,switch,shape,color,,2191.053,none,,,,,294250.144,294945.287,295968.804,3000,1023.517,295968.804,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 293650.144, ""actual_onset_global_ms"": 293667.114, ""actual_offset_global_ms"": 293765.879, ""actual_duration_ms"": 98.765}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 293750.144, ""actual_onset_global_ms"": 293777.751, ""actual_offset_global_ms"": 294938.499, ""actual_duration_ms"": 1160.748}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 294250.144, ""actual_onset_global_ms"": 294945.287, ""actual_offset_global_ms"": 295968.804, ""actual_duration_ms"": 1023.517}]",0,0,0,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,3,15,formal,shape,1779260791,134.583,2026-05-20T15:11:31.970,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,295986.892,296007.798,shape,cue_shape.wav,形状,296107.747,500,296873.997,blue,boat,blue_boat,j,j,1,1518.116,298832.662,switch,color,shape,,2725.065,none,,,,,296586.892,297314.546,298832.662,3000,1518.116,298832.662,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 295986.892, ""actual_onset_global_ms"": 296007.798, ""actual_offset_global_ms"": 296096.964, ""actual_duration_ms"": 89.166}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 296086.892, ""actual_onset_global_ms"": 296107.597, ""actual_offset_global_ms"": 297306.278, ""actual_duration_ms"": 1198.681}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 296586.892, ""actual_onset_global_ms"": 297314.546, ""actual_offset_global_ms"": 298832.662, ""actual_duration_ms"": 1518.116}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,4,16,formal,shape,1779260791,134.583,2026-05-20T15:11:34.836,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,298852.879,298872.121,shape,cue_shape.wav,形状,298971.311,500,299737.561,blue,boat,blue_boat,j,j,1,1076.371,301259.346,repeat,shape,shape,,2288.214,none,,,,,299452.879,300182.975,301259.346,3000,1076.371,301259.346,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 298852.879, ""actual_onset_global_ms"": 298872.121, ""actual_offset_global_ms"": 298961.143, ""actual_duration_ms"": 89.022}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 298952.879, ""actual_onset_global_ms"": 298971.132, ""actual_offset_global_ms"": 300173.501, ""actual_duration_ms"": 1202.369}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 299452.879, ""actual_onset_global_ms"": 300182.975, ""actual_offset_global_ms"": 301259.346, ""actual_duration_ms"": 1076.371}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,5,17,formal,shape,1779260791,134.583,2026-05-20T15:11:37.263,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,301279.646,301298.906,shape,cue_shape.wav,形状,301400.488,500,302166.738,blue,rabbit,blue_rabbit,s,j,0,1098.088,303722.438,repeat,shape,shape,,2322.172,none,,,,,301879.646,302624.35,303722.438,3000,1098.088,303722.438,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 301279.646, ""actual_onset_global_ms"": 301298.906, ""actual_offset_global_ms"": 301389.892, ""actual_duration_ms"": 90.986}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 301379.646, ""actual_onset_global_ms"": 301400.266, ""actual_offset_global_ms"": 302614.548, ""actual_duration_ms"": 1214.282}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 301879.646, ""actual_onset_global_ms"": 302624.35, ""actual_offset_global_ms"": 303722.438, ""actual_duration_ms"": 1098.088}]",0,0,0,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,6,18,formal,color,1779260791,134.583,2026-05-20T15:11:39.716,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,303732.55,303748.703,color,cue_color.wav,颜色,303861.457,500,304558.019,red,rabbit,red_rabbit,j,j,1,2409.42,307470.601,switch,shape,color,,3609.336,none,,,,,304332.55,305061.181,307470.601,3000,2409.42,307470.601,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 303732.55, ""actual_onset_global_ms"": 303748.703, ""actual_offset_global_ms"": 303851.237, ""actual_duration_ms"": 102.534}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 303832.55, ""actual_onset_global_ms"": 303861.265, ""actual_offset_global_ms"": 305051.421, ""actual_duration_ms"": 1190.156}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 304332.55, ""actual_onset_global_ms"": 305061.181, ""actual_offset_global_ms"": 307470.601, ""actual_duration_ms"": 2409.42}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,7,19,formal,shape,1779260791,134.583,2026-05-20T15:11:43.469,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,307484.914,307500.854,shape,cue_shape.wav,形状,307612.603,500,308378.853,red,rabbit,red_rabbit,s,s,1,1469.578,310290.136,switch,color,shape,,2677.694,none,,,,,308084.914,308820.558,310290.136,3000,1469.578,310290.136,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 307484.914, ""actual_onset_global_ms"": 307500.854, ""actual_offset_global_ms"": 307603.785, ""actual_duration_ms"": 102.931}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 307584.914, ""actual_onset_global_ms"": 307612.442, ""actual_offset_global_ms"": 308812.769, ""actual_duration_ms"": 1200.327}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 308084.914, ""actual_onset_global_ms"": 308820.558, ""actual_offset_global_ms"": 310290.136, ""actual_duration_ms"": 1469.578}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,8,20,formal,color,1779260791,134.583,2026-05-20T15:11:46.288,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,310304.206,310319.049,color,cue_color.wav,颜色,310430.138,500,311126.7,red,boat,red_boat,j,j,1,2183.043,313756.596,switch,shape,color,,3326.614,none,,,,,310904.206,311573.553,313756.596,3000,2183.043,313756.596,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 310304.206, ""actual_onset_global_ms"": 310319.049, ""actual_offset_global_ms"": 310418.415, ""actual_duration_ms"": 99.366}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 310404.206, ""actual_onset_global_ms"": 310429.982, ""actual_offset_global_ms"": 311566.28, ""actual_duration_ms"": 1136.298}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 310904.206, ""actual_onset_global_ms"": 311573.553, ""actual_offset_global_ms"": 313756.596, ""actual_duration_ms"": 2183.043}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,9,21,formal,color,1779260791,134.583,2026-05-20T15:11:49.765,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,313781.269,313797.321,color,cue_color.wav,颜色,313909.158,500,314605.72,red,rabbit,red_rabbit,j,j,1,1865.98,316941.626,repeat,color,color,,3032.62,none,,,,,314381.269,315075.646,316941.626,3000,1865.98,316941.626,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 313781.269, ""actual_onset_global_ms"": 313797.321, ""actual_offset_global_ms"": 313899.625, ""actual_duration_ms"": 102.304}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 313881.269, ""actual_onset_global_ms"": 313909.006, ""actual_offset_global_ms"": 315067.057, ""actual_duration_ms"": 1158.051}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 314381.269, ""actual_onset_global_ms"": 315075.646, ""actual_offset_global_ms"": 316941.626, ""actual_duration_ms"": 1865.98}]",0,0,1,0,1
024,024_T1_20260520_150631,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,10,22,formal,color,1779260791,134.583,2026-05-20T15:11:52.938,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,316954.228,316977.188,color,cue_color.wav,颜色,317082.579,500,317779.142,blue,boat,blue_boat,s,s,1,1454.957,319693.835,repeat,color,color,,2611.414,none,,,,,317554.228,318238.878,319693.835,3000,1454.957,319693.835,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 316954.228, ""actual_onset_global_ms"": 316977.188, ""actual_offset_global_ms"": 317071.657, ""actual_duration_ms"": 94.469}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 317054.228, ""actual_onset_global_ms"": 317082.421, ""actual_offset_global_ms"": 318231.881, ""actual_duration_ms"": 1149.46}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 317554.228, ""actual_onset_global_ms"": 318238.878, ""actual_offset_global_ms"": 319693.835, ""actual_duration_ms"": 1454.957}]",0,0,1,0,1
